publishedtime,desc,likes,reposts,views,replies,bookmarks,tweeturl,contenturl
Wed Jul 25 15:08:52 +0000 2018,я ж говорил https://t.co/bwtZ7K1iJl,847,13,None,8,0,https://x.com/norimyxxxo/status/1022136608571777024,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Wed Jul 25 15:03:01 +0000 2018,"Клипофильм Локи вышел, наслаждайтесь",2421,30,None,34,1,https://x.com/norimyxxxo/status/1022135134714298369,None
Mon Jul 23 17:13:26 +0000 2018,Спроси у МС Мифа https://t.co/iofk50RJ3d,1506,40,None,37,1,https://x.com/norimyxxxo/status/1021443179336425472,None
Mon Jul 23 17:11:59 +0000 2018,"Сифо теперь зовут Идан (как и в жизни), чекайте его только что вышедший релиз. Со времен «плот-1» - по-прежнему один из самых быстро эволюционирующих рашн лириков

Трек с @MARKMARKUL пушка https://t.co/PBgdmqasbq",593,17,None,9,1,https://x.com/norimyxxxo/status/1021442816088707072,None
Mon Jul 23 12:48:06 +0000 2018,Мой лучший друг - авиарежим,5127,595,None,50,8,https://x.com/norimyxxxo/status/1021376408755556352,None
Mon Jul 23 12:40:00 +0000 2018,"Да вам просто хочется мц под копирку и по методичке, это обычный человеческий консерватизм во всем. 

А у нас тут война разных стилей, и Джон выделяется из массы тем, что фактически делает бпм без бита. Ему дохуя есть куда расти (как и всем), и за этим ростом интересно наблюдать.",887,11,None,68,0,https://x.com/norimyxxxo/status/1021374367379443712,None
Mon Jul 23 12:28:48 +0000 2018,"Ежели кто пропустил, Джон vs Майлз, напряженный баттл с упором на фастплов:

https://t.co/EjByLyH9Qt

@JMakonnenOne @versusbattleru https://t.co/qinJrxE4Gp",828,23,None,34,4,https://x.com/norimyxxxo/status/1021371548911972352,https://pbs.twimg.com/ext_tw_video_thumb/1021370977341648897/pu/img/x4ygksIvl9ELjA-5.jpg
Mon Jul 23 12:05:01 +0000 2018,RT @versusbattleru: VERSUS: FRESH BLOOD 4 (@leomiles495 VS @JMakonnenOne) Этап 2 https://t.co/RZJHeDSTKa,0,39,None,0,0,https://x.com/norimyxxxo/status/1021365564894339073,None
Sat Jul 21 16:59:27 +0000 2018,"Посмотрел клип Локи.

Когда он выйдет, твиттор коллективно кончит",4081,121,None,102,2,https://x.com/norimyxxxo/status/1020714886421188609,None
Fri Jul 20 16:01:46 +0000 2018,Не вопрос. Это тред поиска компании на https://t.co/VFjIjvEsUx,786,7,None,26,0,https://x.com/norimyxxxo/status/1020337983034134529,None
Fri Jul 20 13:06:16 +0000 2018,Панс явно пробуется на роль в Ампир В,593,4,None,15,2,https://x.com/norimyxxxo/status/1020293814706147328,None
Fri Jul 20 12:36:42 +0000 2018,Это 10% примерно,493,3,None,7,0,https://x.com/norimyxxxo/status/1020286375525068800,None
Fri Jul 20 12:32:38 +0000 2018,"Никогда еще не видел столько рэп-читарей в одном месте, сколько видел вчера. Сотни две имен из совершенно разных тусовок и эпох в одном здании",2253,19,None,30,2,https://x.com/norimyxxxo/status/1020285351183757312,None
Tue Jul 17 20:50:24 +0000 2018,"чуваки, а сделайте моего друга тысячником, если не в падлу, там соточка осталась всего! 

Игорь ака dj Bloodbeats:

- издавал в 2000-х легендарные сборники instrumental boutique

- был моим туровым dj в 2012-ом, печатал винил Горгород

- знает про олд хип-хоп ВСЁ

- охуенный чел https://t.co/2mmsOkvmU3",755,11,None,28,1,https://x.com/norimyxxxo/status/1019323455051849730,None
Tue Jul 17 17:27:13 +0000 2018,https://t.co/h8zXhuEpyM,3674,129,None,72,5,https://x.com/norimyxxxo/status/1019272324179218434,https://pbs.twimg.com/media/DiUuxeCW4AATIp8.jpg
Sun Jul 15 18:12:15 +0000 2018,"Почему почти вся команда «тигров» от ментора до сойера вечно ноет после поражений??)) 

Это не тигры, а хер пойми что)

Парагрин, я тебя прошу, научи своих птенцов спортивному духу, а то стыдно смотреть ⚔️ https://t.co/WwCIpKBKtu",1533,26,None,89,0,https://x.com/norimyxxxo/status/1018558878693445632,None
Sun Jul 15 18:01:44 +0000 2018,"Это другой разговор, понятно, что всё субъективно. И лично я тоже считаю, что баттл очень крутой и достаточно ровный.

Но интересно, что трое очень разных судей проголосовали единогласно, хоть и втайне друг от друга. О чем-то это да говорит. https://t.co/Q7adYk4rvr",712,6,None,39,0,https://x.com/norimyxxxo/status/1018556231760347137,None
Sun Jul 15 17:47:42 +0000 2018,"Давайте еще раз постараемся понять этот момент: судьи с прошлого этапа голосуют тайно, так что уровень крутости проигравшего эмси не отражается в общем счете в виде голосов престижа, справедливости и сочувствия. Поэтому если есть очевидный перевес, скорее всего будет 3:0. https://t.co/4qm1Gt2oOv",625,4,None,29,0,https://x.com/norimyxxxo/status/1018552703184760833,None
Sun Jul 15 17:31:12 +0000 2018,А на ваш взгляд кто победил?,535,6,None,160,0,https://x.com/norimyxxxo/status/1018548549359947779,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Sun Jul 15 14:19:58 +0000 2018,"RT @versusbattleru: VERSUS: FRESH BLOOD 4 (@_paragrin VS @meexxymix) Этап 2
https://t.co/F1VWFmk4ld",0,45,None,0,0,https://x.com/norimyxxxo/status/1018500423173443584,None
Sun Jul 15 14:19:55 +0000 2018,ЭТО ЗАРУБА ⚔️ https://t.co/FvoOXGTbtE,981,23,None,55,1,https://x.com/norimyxxxo/status/1018500412800892928,None
Sun Jul 15 13:10:29 +0000 2018,Флеймз! https://t.co/3HiSqFojFe,513,11,None,4,0,https://x.com/norimyxxxo/status/1018482938042880004,None
Sun Jul 15 13:10:10 +0000 2018,"RT @MayWaves7863: May Wave$ — «МАРКО ПОЛО»

iTunes: https://t.co/GlZSRP2j9m

https://t.co/LHQJjlxZYS https://t.co/9Swv2pmHfs",0,103,None,0,0,https://x.com/norimyxxxo/status/1018482858917277696,https://pbs.twimg.com/media/DiEH7rbX0AAjVWa.jpg
Sun Jul 15 12:57:38 +0000 2018,RT @_ray_earl: @norimyxxxo  Новый девиз для команды #злыеголуби https://t.co/s9PJYKxTlP,0,19,None,0,0,https://x.com/norimyxxxo/status/1018479705442398214,https://pbs.twimg.com/media/DiIWSoMXUAAVBGm.jpg
Fri Jul 13 17:20:17 +0000 2018,"RT @MARKMARKUL: MARKUL — BLUES

https://t.co/GhfjuKKziW https://t.co/cKrfFgxrG8",0,172,None,0,0,https://x.com/norimyxxxo/status/1017821024279285766,https://pbs.twimg.com/media/Dh_8YV1W4AA9LWc.jpg
Thu Jul 12 19:28:05 +0000 2018,"А у @ianianov днюха сегодня

Поздравьте одного из лучших людей Санкт-Петербурга",973,12,None,30,0,https://x.com/norimyxxxo/status/1017490802333966336,None
Thu Jul 12 19:25:42 +0000 2018,RT @JMakonnenOne: Ссылка на видос - https://t.co/mj43c1BNJc https://t.co/dpW8lee4Ex,0,44,None,0,0,https://x.com/norimyxxxo/status/1017490199612395521,https://pbs.twimg.com/ext_tw_video_thumb/1017488273135034368/pu/img/l5eTyRG3zVDF3HA9.jpg
Thu Jul 12 15:50:55 +0000 2018,"Lil Gnar @LilGnar - финальное имя в лайн-апе первого BM Festival:

Bones • Oxxxymiron •  Xavier Wulf • Thomas Mraz • Markul • Lil Xan • Loqiemean • May Wave$ • Lil Gnar • Jeembo • Tveth • Souloud • Porchy
 
Билеты: https://t.co/VFjIjvEsUx

RT и да будет мясо ⚙️⚙️ https://t.co/WcZFbYuXTe",814,30,None,23,1,https://x.com/norimyxxxo/status/1017436149650984961,https://pbs.twimg.com/media/Dh6ox1SWkAA9edu.jpg
Tue Jul 10 19:42:57 +0000 2018,нет https://t.co/CobimrP9NF,714,5,None,27,1,https://x.com/norimyxxxo/status/1016769767108173824,None
Tue Jul 10 19:36:42 +0000 2018,Д Р Э Й К https://t.co/GsjDTBoTKN,1401,53,None,23,0,https://x.com/norimyxxxo/status/1016768193933737984,None
Tue Jul 10 17:59:36 +0000 2018,"RT @oxxxymironshop: Новая совместная работа с I-O-U: брелки Oxxxyshop.

Брелки ручной работы из латуни с черным матовым напылением. На одно…",0,6,None,0,0,https://x.com/norimyxxxo/status/1016743756790468609,None
Tue Jul 10 15:38:34 +0000 2018,"RT @MARKMARKUL: Great Depression Tour 

Мы оправляемся в большой тур по 4 странам в поддержку нового альбома

Ищите свой город на https://t…",0,85,None,0,0,https://x.com/norimyxxxo/status/1016708262778097664,None
Mon Jul 09 12:32:23 +0000 2018,музыка на день: https://t.co/VGCGHSqqxx,457,17,None,22,1,https://x.com/norimyxxxo/status/1016299023580450816,None
Sun Jul 08 19:36:40 +0000 2018,"RT @versusbattleru: VERSUS: FRESH BLOOD 4 (VITYABOVEE VS @LeTai_Kireev) Этап 2
https://t.co/Dj9HfqgPac",0,46,None,0,0,https://x.com/norimyxxxo/status/1016043407595200512,None
Sun Jul 08 19:36:37 +0000 2018,"Второй баттл II этапа. 

Продолжаем развиваться: снова немного измененный подход к интервью с участниками/менторами, плюс максимально развернутое судейство с тайным голосованием, как и решили на прошлом Столе. 

Мысли хуярьте в реплаи https://t.co/jej7mJ8UQj",1038,17,None,93,2,https://x.com/norimyxxxo/status/1016043396111224832,None
Sun Jul 08 19:32:23 +0000 2018,RT @oxxxymironshop: 24 июня 2018 года произошло воистину историческое для нас событие: мы официально открыли свой собственный магазин в мос…,0,5,None,0,0,https://x.com/norimyxxxo/status/1016042330607030277,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Sun Jul 08 10:10:51 +0000 2018,музыка на день: https://t.co/JM5J0Lc3bc,547,14,None,33,5,https://x.com/norimyxxxo/status/1015901018381541376,None
Sat Jul 07 14:45:33 +0000 2018,аудиоганфингер https://t.co/fu0au0dgGc,387,8,None,11,0,https://x.com/norimyxxxo/status/1015607759830646784,None
Sat Jul 07 09:32:03 +0000 2018,музыка на день https://t.co/MJyYKuKnXn,537,26,None,21,2,https://x.com/norimyxxxo/status/1015528865639346178,None
Sat Jul 07 07:30:35 +0000 2018,"Слушаю грядущий альбом Пади @playboipadi и кайфую от его интуитивной, непохожей свежести

Поддерживайте фрешменов, которые действительно фреш",1149,20,None,16,0,https://x.com/norimyxxxo/status/1015498297820221440,None
